Status,Store code,Business name,Address line 1,Address line 2,Address line 3,Address line 4,Address line 5,Sub-locality,Locality,Administrative area,Country / Region,Postal code,Primary phone,Additional phones,Website,Primary category,Additional categories,Sunday hours,Monday hours,Tuesday hours,Wednesday hours,Thursday hours,Friday hours,Saturday hours,Special hours,From the business,Opening date,Logo photo,Cover photo,Other photos,Labels,AdWords location extensions phone,Accessibility: Assisted listening devices (has_assisted_listening_devices),Accessibility: Assistive hearing loop (has_hearing_loop),Accessibility: Wheelchair accessible entrance (has_wheelchair_accessible_entrance),Accessibility: Wheelchair accessible parking lot (has_wheelchair_accessible_parking),Accessibility: Wheelchair accessible restroom (has_wheelchair_accessible_restroom),Accessibility: Wheelchair accessible seating (has_wheelchair_accessible_seating),Amenities: Gender-neutral restroom (has_restroom_unisex),Crowd: LGBTQ+ friendly (welcomes_lgbtq),Crowd: Transgender safespace (is_transgender_safespace),Emergency help: Employs displaced individuals (offers_employment_during_crisis),From the business: Identifies as Asian-owned (is_owned_by_asian),From the business: Identifies as Black-owned (is_black_owned),From the business: Identifies as Indigenous-owned (is_owned_by_indigenous),From the business: Identifies as LGBTQ+ owned (is_owned_by_lgbtq),From the business: Identifies as Latino-owned (is_owned_by_latinx),From the business: Identifies as disabled-owned (is_owned_by_disability),From the business: Identifies as veteran-owned (is_owned_by_veterans),From the business: Identifies as women-owned (is_owned_by_women),From the business: Small business (is_small_business),Parking: Free parking garage (has_parking_garage_free),Parking: Free parking lot (has_parking_lot_free),Parking: Free street parking (has_parking_street_free),Parking: On-site parking (has_onsite_parking),Parking: Paid parking garage (has_parking_garage_paid),Parking: Paid parking lot (has_parking_lot_paid),Parking: Paid street parking (has_parking_street_paid),Place page URLs: Appointment links (url_appointment),Place page URLs: Facebook (url_facebook),Place page URLs: Instagram (url_instagram),Place page URLs: Linkedin (url_linkedin),Place page URLs: Pinterest (url_pinterest),Place page URLs: Texting number (url_text_messaging),Place page URLs: Tiktok (url_tiktok),Place page URLs: Twitter (url_twitter),Place page URLs: WhatsApp (url_whatsapp),Place page URLs: Youtube (url_youtube),Planning: Appointment required (requires_appointments),Service options: Language assistance (languages_spoken): American Sign Language (american_sign_language_used),Service options: Language assistance (languages_spoken): Arabic (arabic_spoken),Service options: Language assistance (languages_spoken): Cantonese (cantonese_spoken),Service options: Language assistance (languages_spoken): English (english_spoken),Service options: Language assistance (languages_spoken): Filipino (filipino_spoken),Service options: Language assistance (languages_spoken): French (french_spoken),Service options: Language assistance (languages_spoken): German (german_spoken),Service options: Language assistance (languages_spoken): Haitian Creole (haitian_creole_spoken),Service options: Language assistance (languages_spoken): Hindi (hindi_spoken),Service options: Language assistance (languages_spoken): Italian (italian_spoken),Service options: Language assistance (languages_spoken): Korean (korean_spoken),Service options: Language assistance (languages_spoken): Mandarin (mandarin_spoken),Service options: Language assistance (languages_spoken): Polish (polish_spoken),Service options: Language assistance (languages_spoken): Portuguese (portuguese_spoken),Service options: Language assistance (languages_spoken): Romanian (romanian_spoken),Service options: Language assistance (languages_spoken): Russian (russian_spoken),Service options: Language assistance (languages_spoken): Spanish (spanish_spoken),Service options: Language assistance (languages_spoken): Ukrainian (ukrainian_spoken),Service options: Language assistance (languages_spoken): Vietnamese (vietnamese_spoken),Service options: Online appointments (offers_online_appointments),Service options: Onsite services (has_onsite_services)
Missing store code,,Formpipe Software,"Unit 1, Isaac Newton Centre",Science Park,,,,,Nottingham,,GB,NG7 2RH,0115 924 8475,,http://www.formpipe.com/,Software company,,,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,,,"Formpipe is a value driven software company - we put people first and at the centre of digital transformation. Our mission is to build valuable relationships between data and people. Passionate about creating value for our customers, we contribute to an inclusive, trustworthy and sustainable digital society.",,,https://lh3.googleusercontent.com/kMx0DrDagghuCyxepVRGwIkRjs3nKDP9MuSR6CWi6d7aaaHdePz2o4MIbl0Ee1IxYNsRAIJS8PDLa6NY=s0,,,,,,Yes,,Yes,No,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],,,,,,,,,,,https://www.linkedin.com/company/formpipe,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
Missing store code,,Formpipe Software,The Squaire 12,,,,,,Frankfurt am Main,,DE,60549,,,https://formpipe.com/,Software company,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,,,,,,,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing store code,,Formpipe Software,Harston Mill,Royston Road,,,,,Cambridge,,GB,CB22 7GG,01223 872747,,http://www.formpipe.com/,Software company,,,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,,,"Formpipe is a value driven software company - we put people first and at the centre of digital transformation. Our mission is to build valuable relationships between data and people. Passionate about creating value for our customers, we contribute to an inclusive, trustworthy and sustainable digital society.",,,https://lh3.googleusercontent.com/A4ATv7zMhGst8QbPebLiarkgOME387Sn9eNgENdaxL4o4hUgnlCQvIUbenU4rtq7qPgHI7C01P75SOjnkQ=s0,,,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],,,,,,,,,,,https://www.linkedin.com/company/formpipe,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
Missing store code,,Formpipe Software,19 bis Boulevard Lacombe,,,,,,Albi,,FR,81000,09 83 66 09 09,,http://www.formpipe.com/,Software company,,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,,"2021-05-01: x, 2021-05-08: x, 2021-05-13: x, 2022-08-15: x","Formpipe est une société de logiciels dans le domaine de la gestion de contenu d'entreprise (ECM) et est cotée au Nasdaq OMX Nordic.
Formpipe crée des solutions de production et de gestion de documents pour les plus grandes banques, fabricants et détaillants du monde.
Basée en Suède, avec des bureaux en Europe et aux États-Unis, elle dispose d'une vaste base de clients, de partenaires et d'assistance qui s'étend dans le monde entier.",2003-07-01,,https://lh3.googleusercontent.com/y9kikBznIf9NOxsRJg52JlgIOIjjLRZ5TcdeI3uMNkPLV4_RTmkiYMJcc516jF2CzMZ7XcdPxKOQNBpa=s0,https://lh3.googleusercontent.com/lh1_azCarEbXPktkdAy3UBuhQyrpFgnPr8e8v-2WOXwwfugQG5WFQ3Ck6KEXSLja7QNohqweYN_dgV-v=s0,,,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],,,,,,,,,,,https://www.linkedin.com/showcase/formpipe-erp-solutions,,,,,,,No,,,,,,,,,,,,,,,,,,,,,
Missing store code,,Formpipe Software,1220 NJ-31,,,,,,Lebanon,NJ,US,08833,(908) 200-7937,,https://formpipe.com/,Software company,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,"Formpipe Software is a leading provider of document and output management solutions, helping organisations streamline compliance, communication, and digital transformation. Through its Lasernet platform, Formpipe empowers businesses to create, manage, and deliver documents seamlessly across ERP, CRM, and core banking systems.",,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
