# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Forest Garden Ltd.
# Property: BuyShedsDirect (GA4)
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20251231
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue,Engagement rate,Bounce rate,Total users,Sessions,Average session duration
/blog/post/best-mini-greenhouses-cold-frames-ideas,58,39,1.4871794871794872,64.64102564102564,188,0,0,0.8780487804878049,0.12195121951219512,39,41,153.63059670731707
/blog/post/can-log-cabins-be-used-throughout-autumn-winter,57,47,1.2127659574468086,48.91489361702128,185,0,0,0.7592592592592593,0.24074074074074073,49,54,54.130365999999995
/blog/post/shed-of-the-year-2016-episode-four,57,47,1.2127659574468086,52.276595744680854,209,0,0,0.5818181818181818,0.41818181818181815,47,55,114.40494356363637
/blog/post/off-the-shelf-vs-homemade-greenhouse-shelving-ideas,55,44,1.25,43.84090909090909,182,0,0,0.7708333333333334,0.22916666666666666,45,48,80.52131135416667
/blog/post/shed-of-the-year-2022-our-shed-experts-reveal-britains-best-garden-shed,54,42,1.2857142857142858,63.904761904761905,159,0,0,0.8163265306122449,0.1836734693877551,42,49,51.66059171428572
/blog/post/garden-room-design-ideas-guide,53,44,1.2045454545454546,40.70454545454545,179,0,0,0.6862745098039216,0.3137254901960784,44,51,84.00392060784314
/blog/post/everything-you-need-to-know-about-modular-garden-products,52,35,1.4857142857142858,74.4,167,0,0,0.8604651162790697,0.13953488372093023,36,43,131.1072878139535
/blog/post/how-to-apply-for-shed-planning-permission,52,40,1.3,135.825,178,0,0,0.7058823529411765,0.29411764705882354,35,51,125.95568866666667
/blog/post/post/low-maintenance-small-front-garden-ideas,51,1,51,1215,118,0,0,1,0,1,5,2622.8575812
/blog/post/theres-still-time-to-shop-our-biggest-and-best-black-november-ever,50,36,1.3888888888888888,27.72222222222222,140,0,0,0.8205128205128205,0.1794871794871795,36,39,61.26615941025642
/blog/post/10-great-reasons-to-buy-the-8-x-6-forest-shiplap-potting-shed,48,44,1.0909090909090908,65.29545454545455,164,0,0,0.7446808510638298,0.2553191489361702,44,47,77.97339780851063
/blog/post/6-ways-to-keep-the-kids-occupied-in-the-garden-this-summer,48,18,2.6666666666666665,75.83333333333333,114,0,0,0.6363636363636364,0.36363636363636365,18,33,251.09776718181814
/blog/post/deck-ideas-composite-patio-decking-in-garden,48,34,1.411764705882353,39.088235294117645,155,0,0,0.75,0.25,34,36,114.35539336111111
/blog/post/a-gazebo-adds-luxury-to-your-garden,46,36,1.2777777777777777,32.666666666666664,157,0,0,0.8648648648648649,0.13513513513513514,36,37,108.92854216216216
/blog/post/how-to-turn-shed-into-gym-ideas,45,39,1.1538461538461537,57.282051282051285,164,0,0,0.6590909090909091,0.3409090909090909,39,44,87.61913581818182
/blog/post/post/best-garden-patio-furniture-space-saving-sustainable-ideas,45,1,45,1596,104,0,0,1,0,1,3,3580.640044333333
/blog/post/what-is-a-garage-buying-the-best-garages,44,32,1.375,59.78125,141,0,0,0.8787878787878788,0.12121212121212122,32,33,116.70375606060605
/blog/post/garden-pergola-ideas-differences-pergola-vs-pagoda ,43,1,43,774,98,0,0,0.75,0.25,1,4,2160.97194425
/blog/post/meet-our-suppliers-yardmaster,43,7,6.142857142857143,40.714285714285715,96,0,0,0.6153846153846154,0.38461538461538464,8,13,278.15447407692307
/blog/post/top-5-best-8x6-sheds,43,37,1.162162162162162,39.78378378378378,111,0,0,1,0,37,37,107.8861629189189
/blog/post/5-great-reasons-to-buy-aluminium-driveway-double-gates-and-how-to-fit-them,42,38,1.105263157894737,52.921052631578945,152,0,0,0.7368421052631579,0.2631578947368421,38,38,131.06981544736843
/blog/post/a-guide-to-diy-bird-feeders,41,39,1.0512820512820513,12.64102564102564,146,0,0,0.48717948717948717,0.5128205128205128,39,39,25.532371076923074
/blog/post/what-are-the-best-bike-storage-solutions-for-bicycles-electric-bikes-and-motorbikes,38,34,1.1176470588235294,34.205882352941174,133,0,0,0.7631578947368421,0.23684210526315788,34,38,122.25827171052633
/blog/post/what-is-a-potting-shed-ideas-for-gardeners,38,28,1.3571428571428572,109.96428571428571,120,0,0,0.8,0.2,28,30,136.6417229666667
/blog/post/5-decorative-fencing-ideas,37,29,1.2758620689655173,26.413793103448278,123,0,0,0.7096774193548387,0.2903225806451613,29,31,70.62291074193548
/blog/post/meet-our-suppliers-palram-canopia,37,11,3.3636363636363638,162,101,0,0,0.5652173913043478,0.43478260869565216,11,23,246.11355199999997
/blog/post/garden-house-extension-vs-brick-extenson,35,9,3.888888888888889,111.11111111111111,86,0,0,0.8,0.2,9,10,326.7366945
/blog/post/how-forest-4life-sheds-are-rewriting-the-rule-book-for-wooden-sheds-longevity,35,28,1.25,36,104,0,0,0.75,0.25,28,32,115.96162815625
/blog/post/spend-and-save-with-forest-garden,34,17,2,84.6470588235294,85,0,0,0.88,0.12,17,25,235.2556174
/blog/post/the-top-5-reasons-to-buy-a-metal-shed-and-which-ones-you-should-choose,34,31,1.096774193548387,49.70967741935484,100,0,0,0.9142857142857143,0.08571428571428572,31,35,154.88746642857143
/blog/post/find-your-perfect-garden-decking-our-top-five,33,24,1.375,58.791666666666664,117,0,0,0.7037037037037037,0.2962962962962963,25,27,74.1457027037037
/blog/post/stylish-front-garden-fence-ideas,33,20,1.65,39.7,107,0,0,0.6153846153846154,0.38461538461538464,16,26,190.7046120384615
/blog/archive/2025-04,32,31,1.032258064516129,14.96774193548387,67,0,0,0.9411764705882353,0.058823529411764705,31,34,15.402182147058822
/blog/post/freestanding-wooden-and-metal-garages,31,25,1.24,32.28,101,0,0,0.8,0.2,25,30,75.0416159
/blog/post/your-guide-to-buying-a-greenhouse,31,22,1.4090909090909092,102.63636363636364,92,0,0,0.782608695652174,0.21739130434782608,22,23,154.21908773913046
/blog/post/7-special-types-of-garden-storage-to-keep-your-valuable-items-protected,30,25,1.2,30.6,83,0,0,0.7307692307692307,0.2692307692307692,25,26,149.6426836153846
/blog/post/choosing-the-best-shed-for-your-garden-shed-design-ideas,30,25,1.2,41.36,81,0,0,0.8571428571428571,0.14285714285714285,25,28,262.2544568571428
/blog/post/design-ideas-for-creating-a-garden-room,30,25,1.2,43.48,71,0,0,0.8888888888888888,0.1111111111111111,25,27,77.22146977777777
/blog/post/garage-conversion-ideas-perfect-interior-makeover,30,20,1.5,55.45,90,0,0,0.9090909090909091,0.09090909090909091,20,22,299.47908354545456
/blog/post/garden-room-planning-colours-use-faqs,30,19,1.5789473684210527,121.73684210526316,71,0,0,0.75,0.25,19,28,94.3301400357143
/blog/post/great-buys-to-get-kids-playing-outside,30,20,1.5,19.2,76,0,0,0.5769230769230769,0.4230769230769231,20,26,165.52112896153844
/blog/post/how-to-hide-a-shed,30,15,2,100.06666666666666,102,0,0,0.7692307692307693,0.23076923076923078,15,26,185.99963807692308
/blog/post/why-the-new-forest-georgian-tall-wall-lean-to-greenhouse-is-the-perfect-glasshouse-for-you,30,27,1.1111111111111112,40.22222222222222,101,0,0,0.8620689655172413,0.13793103448275862,27,29,60.29894265517242
/blog/post/garden-furniture-ideas-most-comfortable-outdoor-furniture,28,12,2.3333333333333335,76.83333333333333,65,0,0,1,0,12,15,198.50881273333334
/blog/post/quick-guide-using-canes-supports-garden,28,23,1.2173913043478262,27.043478260869566,102,0,0,0.5555555555555556,0.4444444444444444,23,27,43.866412
/blog/category/news-interviews-and-competitions,27,21,1.2857142857142858,58.523809523809526,76,0,0,0.8846153846153846,0.11538461538461539,21,26,48.86478892307692
/blog/post/embracing-self-sufficiency-sustainability-and-off-grid-living,27,22,1.2272727272727273,58.22727272727273,104,0,0,0.7777777777777778,0.2222222222222222,22,27,77.97153496296296
/blog/post/its-never-too-late-to-buy-a-summer-house,27,23,1.173913043478261,43.73913043478261,78,0,0,0.8333333333333334,0.16666666666666666,23,24,86.415611125
/blog/post/log-store-plans,27,24,1.125,20.791666666666668,76,0,0,0.9230769230769231,0.07692307692307693,24,26,76.50642534615385
/blog/post/summer-house-ideas-uses-on-a-budget,27,15,1.8,56.06666666666667,86,0,0,0.8125,0.1875,15,16,176.172781375
/blog/post/lighting-a-garden-best-lamp-ideas,26,13,2,58.69230769230769,80,0,0,0.5789473684210527,0.42105263157894735,13,19,227.6578287894737
/blog/post/5-fabulous-ways-to-make-your-garden-design-better-than-ever-this-summer,25,26,0.9615384615384616,15.307692307692308,80,0,0,0.6923076923076923,0.3076923076923077,26,26,117.19998984615384
/blog/post/meet-our-suppliers-forest-garden,25,11,2.272727272727273,142.72727272727272,77,0,0,0.7058823529411765,0.29411764705882354,11,34,189.49244370588235
/blog/post/your-guide-to-wooden-garden-benches-with-a-wow-factor,25,21,1.1904761904761905,26.238095238095237,88,0,0,0.5416666666666666,0.4583333333333333,21,24,31.58206479166667
/blog/post/outdoor-furniture-storage-ideas-during-winter,24,13,1.8461538461538463,11.76923076923077,67,0,0,0.5294117647058824,0.47058823529411764,13,17,29.450588
/blog/post/working-form-home-using-your-shed-or-log-cabin-as-a-garden-office,24,21,1.1428571428571428,41.38095238095238,82,0,0,0.782608695652174,0.21739130434782608,21,23,75.77791530434783
/blog/post/clever-garden-screening-ideas-and-privacy-solutions,23,16,1.4375,31.375,76,0,0,0.8125,0.1875,16,16,177.694068
/blog/post/5-festive-ways-to-make-use-of-your-log-cabin-this-christmas,22,14,1.5714285714285714,22.785714285714285,66,0,0,0.875,0.125,14,16,43.104175312500004
/blog/post/home-garden-ideas-patios-back-gardens,22,12,1.8333333333333333,98.08333333333333,66,0,0,0.7894736842105263,0.21052631578947367,12,19,129.136579
/blog/post/10-special-christmas-gifts-for-people-who-love-their-gardens,21,9,2.3333333333333335,99.11111111111111,78,0,0,0.8125,0.1875,9,16,80.26508112500001
/blog/post/how-to-maintain-your-timber-decking-over-winter,21,23,0.9130434782608695,51.608695652173914,47,0,0,0.9130434782608695,0.08695652173913043,23,23,100.73816491304348
/blog/archive/2025-01,20,16,1.25,40.6875,43,0,0,0.9375,0.0625,16,16,97.53093824999999
/blog/archive/2025-09,20,16,1.25,30.5,49,0,0,0.8571428571428571,0.14285714285714285,16,21,91.3253729047619
/blog/post/customer-satisfaction-survey-giveaway,20,4,5,19,36,0,0,0.7272727272727273,0.2727272727272727,5,11,552.2389036363637
/blog/post/garden-edging-ideas ,20,2,10,467.5,49,0,0,1,0,2,3,1969.0517526666665
/blog/archive/2025-07,19,10,1.9,14.5,46,0,0,0.9230769230769231,0.07692307692307693,10,13,12.660319615384614
/blog/post/5-fabulous-wooden-garden-storage-deals-for-a-tidy-patio-this-autumn,19,15,1.2666666666666666,37.86666666666667,51,0,0,0.8235294117647058,0.17647058823529413,15,17,129.44464135294118
/blog/post/cant-decide-on-a-playhouse-check-out-our-new-range,19,12,1.5833333333333333,37.333333333333336,57,0,0,0.8461538461538461,0.15384615384615385,12,13,253.06788953846154
/blog/post/what-are-the-best-log-cabins-and-garden-offices-for-homeworking,19,16,1.1875,24.0625,57,0,0,0.4117647058823529,0.5882352941176471,17,17,55.69085176470588
/blog/archive/2025-10,18,12,1.5,27.583333333333332,41,0,0,0.9285714285714286,0.07142857142857142,12,14,29.341014357142857
/blog/post/fathers-day-work-bench-giveaway,18,10,1.8,19,34,0,0,0.7333333333333333,0.26666666666666666,10,15,93.24849613333332
/blog/post/its-time-for-you-to-get-growing-with-a-bargain-wooden-greenhouse,18,18,1,21.444444444444443,59,0,0,0.6,0.4,18,20,21.2379071
/blog/post/our-top-garden-products-for-autumn-and-winter,18,13,1.3846153846153846,18.076923076923077,61,0,0,0.6875,0.3125,13,16,50.0185699375
/blog/post/shed-of-the-year-2016-episode-two,18,11,1.6363636363636365,69.18181818181819,55,0,0,0.5294117647058824,0.47058823529411764,11,17,195.8363014117647
/blog/post/should-i-buy-a-metal-plastic-or-wooden-shed-which-is-the-best-material,18,14,1.2857142857142858,98.07142857142857,53,0,0,0.8823529411764706,0.11764705882352941,14,17,110.00743164705882
/blog/post/top-5-metal-sheds-and-stores,18,12,1.5,14.333333333333334,41,0,0,0.6,0.4,12,15,141.8828172
/blog/post/what-to-do-with-your-greenhouse-this-winter,18,20,0.9,22.5,64,0,0,0.5,0.5,20,22,20.956038136363635
/blog/post/why-you-need-a-patio-heater-or-fire-pit,18,16,1.125,19.875,65,0,0,0.5555555555555556,0.4444444444444444,16,18,17.770974833333334
/blog/post/best-garden-sheds-to-buy,17,11,1.5454545454545454,46.18181818181818,47,0,0,0.7857142857142857,0.21428571428571427,11,14,73.86947142857143
/blog/post/garden-workshops-the-hardest-working-sheds,17,18,0.9444444444444444,31.22222222222222,64,0,0,0.7777777777777778,0.2222222222222222,18,18,122.24739222222223
/blog/post/how-to-turn-your-garden-shed-into-santas-grotto,17,6,2.8333333333333335,74.66666666666667,41,0,0,0.7777777777777778,0.2222222222222222,6,9,437.74589833333334
/blog/post/5-great-greenhouses-and-what-foods-to-grow-in-them,16,16,1,17.625,42,0,0,0.75,0.25,16,16,24.186119750000003
/blog/post/enjoy-superb-savings-on-the-uks-best-wooden-sheds-now,16,9,1.7777777777777777,63.77777777777778,46,0,0,0.7272727272727273,0.2727272727272727,9,11,106.29526645454544
/blog/post/for-the-best-wooden-shed-you-simply-have-to-shop-forest-premium,16,11,1.4545454545454546,125,38,0,0,0.8181818181818182,0.18181818181818182,11,11,159.8281530909091
/blog/post/what-is-tongue-and-groove-cladding-for-sheds,16,13,1.2307692307692308,43.46153846153846,55,0,0,0.7857142857142857,0.21428571428571427,13,14,156.36273035714285
/blog/archive/2025-05,15,15,1,17.8,34,0,0,0.875,0.125,15,16,19.4329270625
/blog/post/high-security-garden-sheds-reviewed,15,10,1.5,62.8,42,0,0,0.9090909090909091,0.09090909090909091,10,11,391.7353005454545
/blog/post/preparing-for-your-new-shed,15,11,1.3636363636363635,61.90909090909091,52,0,0,0.9375,0.0625,11,16,105.596627
/blog/post/treating-fence-panels-guide,15,12,1.25,98.25,48,0,0,0.5,0.5,13,14,170.74529585714285
/blog/archive/2025-03,14,14,1,13.357142857142858,27,0,0,1,0,14,14,21.687760571428573
/blog/archive/2025-08,14,7,2,30,41,0,0,1,0,7,12,27.20940475
/blog/post/best-time-to-get-your-log-store,14,8,1.75,61.75,40,0,0,0.5384615384615384,0.46153846153846156,8,13,165.79343469230773
/blog/post/how-to-build-a-fence,14,8,1.75,96,46,0,0,0.7272727272727273,0.2727272727272727,8,11,291.28467136363633
/blog/post/shed-of-the-year-2016-episode-one,14,4,3.5,139.25,48,0,0,0.875,0.125,4,8,78.834772125
/blog/post/wooden-garden-bench-easter-giveaway,14,11,1.2727272727272727,14.272727272727273,28,0,0,1,0,11,12,23.93699691666667
/blog/archive/2025-02,13,11,1.1818181818181819,10,28,0,0,1,0,11,11,11.579546181818182
/blog/post/borders-provide-your-garden-design-with-a-cutting-edge,13,9,1.4444444444444444,52.44444444444444,44,0,0,0.46153846153846156,0.5384615384615384,9,13,68.40709123076923
/blog/post/why-to-shop-palram-canopia-for-the-best-plastic-garden-buildings,13,13,1,23.923076923076923,40,0,0,0.7692307692307693,0.23076923076923078,13,13,46.44118869230769
/blog/archive/2010-02,12,12,1,13,32,0,0,0.7857142857142857,0.21428571428571427,12,14,10.842346214285714
/blog/archive/2025-12,12,3,4,45.333333333333336,33,0,0,0.5714285714285714,0.42857142857142855,3,7,21.19064614285714
/blog/post/aprils-top-5-space-and-garden-storage-solutions,12,6,2,30.833333333333332,31,0,0,1,0,6,6,90.7376705
/blog/post/embracing-maximalism-designing-the-perfect-maximalist-garden,12,12,1,38.083333333333336,37,0,0,0.5833333333333334,0.4166666666666667,12,12,371.6959713333333
/blog/post/garden-room-decor-ideas-decor-interior-design-tips,12,10,1.2,72.7,36,0,0,0.8461538461538461,0.15384615384615385,10,13,110.07501123076923
/blog/post/log-cabins-uk-garden-office-retreats,12,10,1.2,12.4,40,0,0,0.45454545454545453,0.5454545454545454,10,11,11.950304545454545
/blog/post/more-space-for-less-with-wooden-garden-buildings,12,2,6,261,30,0,0,0.6666666666666666,0.3333333333333333,2,3,1823.1999660000001
/blog/post/make-huge-savings-on-wooden-sheds-this-bank-holiday-weekend-only,11,9,1.2222222222222223,38.22222222222222,27,0,0,1,0,9,10,241.6428898
/blog/post/our-latest-shed-deal-roundup-is-here,11,6,1.8333333333333333,31.333333333333332,28,0,0,1,0,6,6,117.29362466666667
/blog/post/shed-of-the-year-2015-the-second-episode,11,8,1.375,29.375,38,0,0,0.8888888888888888,0.1111111111111111,8,9,167.6940191111111
/blog/post/sustainable-gardening-ideas,11,10,1.1,109.9,33,0,0,0.7142857142857143,0.2857142857142857,10,14,138.61373707142857
/blog/post/top-tips-for-setting-up-a-garden-workshop,11,8,1.375,193.5,28,0,0,0.8888888888888888,0.1111111111111111,8,9,225.885071
/blog/post/find-your-perfect-log-cabin-our-top-picks,10,10,1,69.6,36,0,0,0.6666666666666666,0.3333333333333333,10,12,290.665677
/blog/post/how-britains-best-range-of-wooden-sheds-has-just-got-bigger-and-better,10,8,1.25,159.875,32,0,0,0.7272727272727273,0.2727272727272727,8,11,239.04410400000003
/blog/post/the-advantages-of-plastic-sheds,10,7,1.4285714285714286,34.285714285714285,26,0,0,0.8,0.2,7,10,86.41949919999999
/blog/post/the-best-apps-to-get-you-gardening,10,9,1.1111111111111112,6.666666666666667,35,0,0,0.3,0.7,9,10,6.5347323
/blog/archive/2025-11,9,4,2.25,127.25,23,0,0,1,0,4,6,87.80012699999999
/blog/post/School-gardening-giveaway,9,3,3,11.333333333333334,16,0,0,0.6666666666666666,0.3333333333333333,3,3,65.38278233333334
/blog/post/best-garden-patio-furniture-space-saving-sustainable-ideas,9,7,1.2857142857142858,23.857142857142858,21,0,0,0.8888888888888888,0.1111111111111111,7,9,65.57822644444444
/blog/post/buy-sheds-direct-christmas-2025-opening-hours,9,5,1.8,30,22,0,0,0.8888888888888888,0.1111111111111111,5,9,242.8388723333333
/blog/post/get-an-extra-5-off-forest-xtend-garden-office-sale-prices-now,9,8,1.125,33.625,28,0,0,0.7777777777777778,0.2222222222222222,8,9,54.38913599999999
/blog/post/how-to-stack-and-store-logs-for-the-winter,9,8,1.125,12.625,30,0,0,0.4,0.6,8,10,11.2010525
/blog/post/love-is-all-around-the-garden-this-valentines-day,9,5,1.8,13.8,21,0,0,0.6,0.4,5,5,94.932579
/blog/post/our-top-3-children-s-playhouses,9,9,1,26.555555555555557,27,0,0,0.7777777777777778,0.2222222222222222,9,9,256.80732933333337
/blog/post/storage-ideas-to-organise-your-garden,9,9,1,34.55555555555556,19,0,0,0.9,0.1,9,10,75.2843114
/blog/post/why-you-dont-want-to-miss-our-2-superb-new-small-garden-storage-deals,9,9,1,35.77777777777778,29,0,0,1,0,9,9,36.538937777777775
/blog/post/2-sensational-log-cabin-deals-to-fill-your-family-with-festive-cheer-this-christmas,8,3,2.6666666666666665,69,19,0,0,1,0,3,3,98.74444833333332
/blog/post/creating-a-productive-work-from-home-hub-with-a-garden-office,8,6,1.3333333333333333,75.33333333333333,23,0,0,0.7142857142857143,0.2857142857142857,6,7,114.67339971428571
/blog/post/grab-huge-savings-on-log-cabins-today-for-enhanced-work-rest-and-play,8,4,2,30.75,21,0,0,1,0,4,4,72.92346725
/blog/post/how-to-start-growing-your-own-fruit-and-vegetables-for-less,8,5,1.6,7,21,0,0,0.75,0.25,5,8,16.0314015
/blog/post/top-5-garden-storage-solutions,8,7,1.1428571428571428,37.142857142857146,22,0,0,0.7142857142857143,0.2857142857142857,7,7,58.49580042857143
/blog/post/which-is-the-best-garden-building-for-me,8,5,1.6,33.8,23,0,0,0.8333333333333334,0.16666666666666666,5,6,88.98841783333334
/blog/search/base,8,4,2,28.25,16,0,0,1,0,4,4,31.6248625
/blog/search/shed base,8,3,2.6666666666666665,37.333333333333336,19,0,0,1,0,3,3,69.47361266666667
/blog/archive/2025-06,7,7,1,19,14,0,0,1,0,7,7,20.288150714285713
/blog/post/Corner-Planter-Easter-Giveaway,7,1,7,12,13,0,0,1,0,1,1,384.655155
/blog/post/know-your-history-why-britain-loves-allotments,7,7,1,40.42857142857143,29,0,0,0.5555555555555556,0.4444444444444444,7,9,247.64528755555557
/blog/post/solar-shed-lights-that-dont-cost-the-earth,7,5,1.4,22,15,0,0,1,0,5,6,21.334934666666665
/blog/post/the-buy-sheds-direct-christmas-gift-guide,7,7,1,6.142857142857143,20,0,0,0.7142857142857143,0.2857142857142857,7,7,45.09504028571428
/blog/post/top-5-uk-gardening-blogs,7,5,1.4,14,24,0,0,1,0,5,5,93.2166342
/blog/search/insulation,7,2,3.5,11,14,0,0,1,0,2,4,8.8919155
/blog/search/mirror,7,1,7,39,14,0,0,1,0,1,1,40.364906
/blog/archive/2024-12,6,2,3,95.5,19,0,0,1,0,2,3,68.77265466666667
/blog/post/customer-showcase-will-s-garden,6,3,2,115,18,0,0,1,0,3,4,160.29204800000002
/blog/post/garden-pergola-ideas-differences-pergola-vs-pagoda,6,5,1.2,23.6,20,0,0,0.6666666666666666,0.3333333333333333,5,6,33.54108516666667
/blog/post/gardening-for-health-why-it-is-good-for-you,6,8,0.75,26.25,18,0,0,0.625,0.375,8,8,89.645521625
/blog/post/gardening-projects-for-kids,6,7,0.8571428571428571,5.714285714285714,12,0,0,0.625,0.375,7,8,5.233020875
/blog/post/get-your-garden-euros-ready-with-sensational-savings-on-summertime-staples,6,5,1.2,13.8,13,0,0,1,0,5,5,34.9674324
/blog/post/grow-your-own-food-from-garden-planters-on-a-balcony,6,6,1,76,19,0,0,0.8333333333333334,0.16666666666666666,6,6,76.363791
/blog/post/how-to-dry-and-season-firewood,6,5,1.2,81.6,20,0,0,1,0,5,5,152.52183240000002
/blog/post/shed-of-the-year-2016-episode-three,6,4,1.5,33.75,22,0,0,0.8,0.2,4,5,85.6855736
/blog/post/the-best-plastic-storage-boxes-for-2017,6,4,1.5,28.5,18,0,0,0.5,0.5,4,4,29.50214675
/blog/post/westlife-promote-raised-veggie-beds-is-it-fake-news,6,5,1.2,9.8,13,0,0,0.8,0.2,5,5,12.0201844
/blog/archive/2023-12,5,3,1.6666666666666667,26.666666666666668,11,0,0,1,0,3,3,45.60599666666667
/blog/archive/2024-05,5,3,1.6666666666666667,17.666666666666668,11,0,0,1,0,3,3,20.149173666666666
/blog/post/6-super-products-to-prepare-your-garden-for-the-school-summer-holidays,5,3,1.6666666666666667,21.333333333333332,8,0,0,1,0,3,4,239.879131
/blog/post/6-top-tips-for-container-gardening,5,5,1,97.8,11,0,0,0.8,0.2,5,5,110.9191026
/blog/post/7-magnificent-jubilee-offers-to-celebrate-70-years-of-the-queens-reign,5,4,1.25,80,14,0,0,0.6,0.4,4,5,23.2553042
/blog/post/autumn-garden-storage-giveaway,5,4,1.25,4.75,12,0,0,1,0,4,4,31.167367499999997
/blog/post/do-garden-offices-add-value-to-your-home,5,4,1.25,13,17,0,0,0.5,0.5,4,4,14.038491500000001
/blog/post/how-to-tame-your-wild-allotment,5,4,1.25,5.25,16,0,0,0.2,0.8,4,5,4.3001136
/blog/post/how-to-use-paving-slabs-for-a-shed-base,5,5,1,30.8,14,0,0,1,0,5,5,104.1787732
/blog/post/michelle-berriedale-johnsons-gardening-guide-amateurs,5,5,1,83.4,20,0,0,0.6666666666666666,0.3333333333333333,5,6,69.06905733333333
/blog/post/what-to-look-for-when-buying-a-shed,5,4,1.25,32,12,0,0,0.75,0.25,4,4,33.3547595
/blog/search/Shed base,5,1,5,135,11,0,0,1,0,1,1,150.592327
/blog/search/bar,5,3,1.6666666666666667,15.666666666666666,11,0,0,0.75,0.25,3,4,15.00587425
/blog/archive/2019-11,4,4,1,8.5,7,0,0,1,0,4,4,27.33793375
/blog/archive/2024-07,4,4,1,21,9,0,0,1,0,4,4,23.88842175
/blog/archive/2024-08,4,3,1.3333333333333333,8.333333333333334,8,0,0,1,0,3,3,9.574489333333334
/blog/post/11-ways-to-completely-revamp-your-log-storage-shed,4,3,1.3333333333333333,44,13,0,0,0.6666666666666666,0.3333333333333333,3,3,44.977527333333335
/blog/post/buy-sheds-direct-christmas-opening-hours,4,3,1.3333333333333333,41.666666666666664,10,0,0,1,0,3,5,9.0661762
/blog/post/buyshedsdirect-christmas-greenhouse-giveaway,4,5,0.8,24.8,10,0,0,0.6,0.4,5,5,42.1295002
/blog/post/forest-fathers-day-giveaway-tool-store-,4,3,1.3333333333333333,18.333333333333332,7,0,0,1,0,3,4,16.070967500000002
/blog/post/garden-edging-ideas,4,2,2,9,8,0,0,1,0,2,2,62.249025
/blog/post/keep-warm-this-winter-with-our-two-new-red-hot-deals-on-garden-log-cabins,4,3,1.3333333333333333,20.666666666666668,10,0,0,0.6666666666666666,0.3333333333333333,3,3,171.74901499999999
/blog/post/our-new-range-of-wooden-workshops,4,3,1.3333333333333333,20,9,0,0,1,0,3,3,21.053694000000004
/blog/post/preparing-your-vegetable-plot-for-grow-your-own-bliss,4,4,1,24,14,0,0,0.5,0.5,4,4,24.1744305
/blog/post/save-up-to-15-on-britains-number-1-line-of-wooden-sheds-now,4,3,1.3333333333333333,53,11,0,0,0.6666666666666666,0.3333333333333333,3,3,328.457293
/blog/post/shed-of-the-year-2015-an-update,4,3,1.3333333333333333,33.666666666666664,17,0,0,1,0,3,4,210.97979425
/blog/post/supplier-joy-as-forest-garden-wins-kings-award-for-enterprise-and-innovation,4,4,1,13.25,14,0,0,0.5,0.5,4,6,9.188204166666667
/blog/search/bike,4,1,4,25,8,0,0,1,0,1,1,29.532418
/blog/search/greenhouse,4,2,2,38.5,9,0,0,1,0,2,2,110.955982
/blog/search/measure,4,1,4,47,9,0,0,1,0,1,1,128.453013
/blog/search/storage,4,2,2,6.5,8,0,0,1,0,2,2,9.021857
/blog/search/wood treatment,4,1,4,9,7,0,0,1,0,1,2,14.487038
/blog/search/wooden shed base,4,1,4,37,10,0,0,1,0,1,1,44.558244
/blog/archive/2011-06,3,3,1,6,7,0,0,1,0,3,3,6.847832333333334
/blog/archive/2014-01,3,3,1,6.666666666666667,6,0,0,1,0,3,3,8.153856
/blog/archive/2016-07,3,0,0,0,11,0,0,1,0,0,1,60.827808
/blog/archive/2018-04,3,3,1,42.666666666666664,6,0,0,1,0,3,3,43.723418333333335
/blog/archive/2020-02,3,1,3,1,6,0,0,0.3333333333333333,0.6666666666666666,1,3,2.9568103333333333
/blog/archive/2020-04,3,2,1.5,12.5,8,0,0,0.6666666666666666,0.3333333333333333,2,3,9.120359333333335
/blog/archive/2022-12,3,2,1.5,47,7,0,0,0.6666666666666666,0.3333333333333333,2,3,34.74311333333333
/blog/archive/2023-07,3,2,1.5,7.5,5,0,0,0.6666666666666666,0.3333333333333333,2,3,6.907973666666667
/blog/archive/2023-10,3,2,1.5,18.5,7,0,0,1,0,2,2,19.9997835
/blog/archive/2024-02,3,1,3,44,10,0,0,1,0,1,2,21.705112
/blog/archive/2024-06,3,3,1,13,5,0,0,1,0,3,3,21.088055999999998
/blog/archive/2024-10,3,3,1,20.666666666666668,6,0,0,1,0,3,3,21.532148666666668
/blog/archive/2024-11,3,3,1,30.666666666666668,5,0,0,1,0,3,3,33.24721066666667
/blog/post/5-scorching-summer-buys-to-make-you-the-perfect-garden-party-host,3,2,1.5,19.5,5,0,0,1,0,2,2,54.6739975
/blog/post/be-prepared-for-ice-and-snow-in-your-garden-and-driveway,3,3,1,22,10,0,0,1,0,3,3,54.624731
/blog/post/buy-brand-new-bargain-summerhouses-in-our-extraordinary-pre-easter-offer,3,3,1,60.333333333333336,8,0,0,1,0,3,3,111.26969633333334
/blog/post/easter-egg-hunt-competition,3,3,1,6,9,0,0,0.6666666666666666,0.3333333333333333,3,3,377.6732093333333
/blog/post/forest-pad-survey,3,3,1,42,7,0,0,1,0,3,3,413.612457
